Plain Text,URLs
50,641,/Nintendo-Switch-Lite-Blue/dp/B092VT1JGD/ref=sr_1_1?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-1#customerReviews
Nintendo Switch,/Nintendo-Switch-Lite-Blue/dp/B092VT1JGD/ref=sr_1_1?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-1
Bundles available,/Nintendo-Switch-Lite-Blue/dp/B092VT1JGD?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-1&ref_=via_bndl_av_sr_1_1
,/Seagate-Storage-Expansion-Solid-State/dp/B08K3S6WJM/ref=sr_1_2?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-2
Seagate Storage Expansion Card for Xbox Series X|S 1TB Solid State Drive - NVMe Expansion SSD (STJR1000400),/Seagate-Storage-Expansion-Solid-State/dp/B08K3S6WJM/ref=sr_1_2?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-2
14,340,/Seagate-Storage-Expansion-Solid-State/dp/B08K3S6WJM/ref=sr_1_2?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-2#customerReviews
$149.99$149.99 List: $219.99$219.99,/Seagate-Storage-Expansion-Solid-State/dp/B08K3S6WJM/ref=sr_1_2?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-2
Bundles available,/Seagate-Storage-Expansion-Solid-State/dp/B08K3S6WJM?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-2&ref_=via_bndl_av_sr_1_2
,/DualShock-Wireless-Controller-PlayStation-Black-4/dp/B01LWVX2RG/ref=sr_1_3?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-3
DualShock 4 Wireless Controller for PlayStation 4 - Jet Black,/DualShock-Wireless-Controller-PlayStation-Black-4/dp/B01LWVX2RG/ref=sr_1_3?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-3
123,378,/DualShock-Wireless-Controller-PlayStation-Black-4/dp/B01LWVX2RG/ref=sr_1_3?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-3#customerReviews
PlayStation 4,/DualShock-Wireless-Controller-PlayStation-Black-4/dp/B01LWVX2RG/ref=sr_1_3?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-3
$59.99$59.99,/DualShock-Wireless-Controller-PlayStation-Black-4/dp/B01LWVX2RG/ref=sr_1_3?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-3
(28 used & new offers),/gp/offer-listing/B01LWVX2RG/ref=sr_1_3_olp?s=electronics&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&_encoding=UTF8&pd_rd_wg=ElOQ4&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&pd_rd_w=JrUMU&qid=1686233286&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&sr=1-3
,/SanDisk-MicroSDXC-Memory-Nintendo-Switch/dp/B07QD6R5L7/ref=sr_1_4?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-4
SanDisk 256GB microSDXC-Card, Licensed for Nintendo-Switch - SDSQXAO-256G-GNCZN,/SanDisk-MicroSDXC-Memory-Nintendo-Switch/dp/B07QD6R5L7/ref=sr_1_4?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-4
277,696,/SanDisk-MicroSDXC-Memory-Nintendo-Switch/dp/B07QD6R5L7/ref=sr_1_4?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-4#customerReviews
$26.99$26.99 List: $52.99$52.99,/SanDisk-MicroSDXC-Memory-Nintendo-Switch/dp/B07QD6R5L7/ref=sr_1_4?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-4
(13 used & new offers),/gp/offer-listing/B07QD6R5L7/ref=sr_1_4_olp?s=electronics&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&_encoding=UTF8&pd_rd_wg=ElOQ4&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&pd_rd_w=JrUMU&qid=1686233286&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&sr=1-4
,/Nintendo-Switch-Lite-Turquoise/dp/B07V4GCFP9/ref=sr_1_5?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-5
Nintendo Switch Lite - Turquoise,/Nintendo-Switch-Lite-Turquoise/dp/B07V4GCFP9/ref=sr_1_5?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-5
50,641,/Nintendo-Switch-Lite-Turquoise/dp/B07V4GCFP9/ref=sr_1_5?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-5#customerReviews
Bundles available,/Nintendo-Switch-Lite-Turquoise/dp/B07V4GCFP9?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-5&ref_=via_bndl_av_sr_1_5
,/SteelSeries-Arctis-Wireless-Multi-System-Headset/dp/B09ZWCYQTX/ref=sr_1_6?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-6
NEW SteelSeries Arctis Nova Pro Wireless Multi-System Gaming Headset - Premium Hi-Fi Drivers - Active Noise Cancellation - Infinity Power System - Stealth Retractable Mic - PC, PS5/PS4, Switch, Mobile,/SteelSeries-Arctis-Wireless-Multi-System-Headset/dp/B09ZWCYQTX/ref=sr_1_6?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-6
2,313,/SteelSeries-Arctis-Wireless-Multi-System-Headset/dp/B09ZWCYQTX/ref=sr_1_6?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-6#customerReviews
$347.33$347.33,/SteelSeries-Arctis-Wireless-Multi-System-Headset/dp/B09ZWCYQTX/ref=sr_1_6?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-6
(14 used & new offers),/gp/offer-listing/B09ZWCYQTX/ref=sr_1_6_olp?s=electronics&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&_encoding=UTF8&pd_rd_wg=ElOQ4&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&pd_rd_w=JrUMU&qid=1686233286&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&sr=1-6
,/PlayStation-Fighting-Street-Fighter-Gaming-Console/dp/B0BZQKCFSD/ref=sr_1_7?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-7
HORI PlayStation 5 Fighting Stick Alpha (Street Fighter 6 Edition) - Tournament Grade Fightstick for PS5, PS4, PC - Officially Licensed by Sony,/PlayStation-Fighting-Street-Fighter-Gaming-Console/dp/B0BZQKCFSD/ref=sr_1_7?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-7
1,/PlayStation-Fighting-Street-Fighter-Gaming-Console/dp/B0BZQKCFSD/ref=sr_1_7?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-7#customerReviews
PlayStation 5,/PlayStation-Fighting-Street-Fighter-Gaming-Console/dp/B0BZQKCFSD/ref=sr_1_7?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-7
$229.99$229.99,/PlayStation-Fighting-Street-Fighter-Gaming-Console/dp/B0BZQKCFSD/ref=sr_1_7?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-7
,/Turtle-Stealth-Wireless-Amplified-Gaming-Headset/dp/B09VCZ8XTC/ref=sr_1_8?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-8
Turtle Beach Stealth 600 Gen 2 USB Wireless Amplified Gaming Headset - Licensed for Xbox Series X, Xbox Series S, & Xbox One - 24+ Hour Battery, 50mm Speakers, Flip-to-Mute Mic, Spatial Audio - Black,/Turtle-Stealth-Wireless-Amplified-Gaming-Headset/dp/B09VCZ8XTC/ref=sr_1_8?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-8
2,550,/Turtle-Stealth-Wireless-Amplified-Gaming-Headset/dp/B09VCZ8XTC/ref=sr_1_8?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-8#customerReviews
Xbox,/Turtle-Stealth-Wireless-Amplified-Gaming-Headset/dp/B09VCZ8XTC/ref=sr_1_8?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-8
$99.95$99.95,/Turtle-Stealth-Wireless-Amplified-Gaming-Headset/dp/B09VCZ8XTC/ref=sr_1_8?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-8
(7 used & new offers),/gp/offer-listing/B09VCZ8XTC/ref=sr_1_8_olp?s=electronics&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&_encoding=UTF8&pd_rd_wg=ElOQ4&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&pd_rd_w=JrUMU&qid=1686233286&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&sr=1-8
,/Ultimate-Bluetooth-Controller-Charging-Gaming-Console/dp/B0B9BGJVLL/ref=sr_1_9?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-9
8Bitdo Ultimate Bluetooth Controller with Charging Dock, Wireless Pro Controller with Hall Effect Sensing Joystick, Compatible with Switch, Windows and Steam Deck (Black),/Ultimate-Bluetooth-Controller-Charging-Gaming-Console/dp/B0B9BGJVLL/ref=sr_1_9?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-9
1,968,/Ultimate-Bluetooth-Controller-Charging-Gaming-Console/dp/B0B9BGJVLL/ref=sr_1_9?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-9#customerReviews
Windows,/Ultimate-Bluetooth-Controller-Charging-Gaming-Console/dp/B0B9BGJVLL/ref=sr_1_9?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-9
$69.97$69.97,/Ultimate-Bluetooth-Controller-Charging-Gaming-Console/dp/B0B9BGJVLL/ref=sr_1_9?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-9
(9 used & new offers),/gp/offer-listing/B0B9BGJVLL/ref=sr_1_9_olp?s=electronics&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&_encoding=UTF8&pd_rd_wg=ElOQ4&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&pd_rd_w=JrUMU&qid=1686233286&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&sr=1-9
,/SteelSeries-Arctis-Wireless-Gaming-Headset-Integrated/dp/B07RJHH6Q8/ref=sr_1_10?_encoding=UTF8&content-id=amzn1.sym.85f810d5-ce12-4423-a10d-231c7df04c87&painterId=billboard-card&pd_rd_r=977ec2fa-dffe-4eeb-ba91-ba21e7071502&pd_rd_w=JrUMU&pd_rd_wg=ElOQ4&pf_rd_p=85f810d5-ce12-4423-a10d-231c7df04c87&pf_rd_r=Y7NY9AZ45QHDCE8P3AEM&qid=1686233286&s=electronics&sr=1-10
